constno,candidatename,party,criminalcases,education,age,totalassets,liabilities
15,A.vagai Venthan,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,36,"Rs 20,90,536","Rs 4,31,388"
15,B.mohamed Iqbal Basha,IND,0,Others,26,"Rs 3,45,000","Rs 1,00,000"
15,C.pandiyan,IND,0,Graduate Professional,30,"Rs 5,000",Rs 0
15,D.elavarasan,IND,0,Not Given,43,Nil,Rs 0
15,G.ashok Kumar,IND,0,Graduate,36,"Rs 16,77,622",Rs 0
15,K.m.sucharitha,Youth And Students Party,0,Doctorate,37,"Rs 1,89,90,000","Rs 1,48,50,000"
15,M.gunasekaran,IND,0,Graduate Professional,54,"Rs 10,53,000",Rs 0
15,M.jaishankar,BJP,0,Post Graduate,43,"Rs 42,34,000","Rs 40,000"
15,M.raju,AIADMK,0,Post Graduate,68,"Rs 2,81,23,945","Rs 2,48,700"
15,R.k.ravichandran,IND,0,Not Given,50,Nil,Rs 0
15,S.kandasamy,IND,0,10th Pass,51,"Rs 30,000",Rs 0
15,S.ranjithkumar,IND,0,Not Given,27,Nil,Rs 0
15,T.pandiyan,DMDK,0,10th Pass,40,"Rs 2,83,17,950","Rs 28,50,000"
15,V.subramanian,Pattali Makkal Katchi,0,Graduate,40,"Rs 1,17,83,304",Rs 0
16,M.k.stalin,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 6 </span>",12th Pass,63,"Rs 5,84,02,961",Rs 0
16,A.devakumaran,IND,0,Graduate Professional,34,"Rs 2,92,013",Rs 0
16,A.stalinkumar,IND,0,10th Pass,38,"Rs 1,60,200",Rs 0
16,C.velan,BSP,0,8th Pass,40,"Rs 2,58,000",Rs 0
16,G. Sathyanarayanan,Youth And Students Party,0,8th Pass,33,"Rs 16,02,000",Rs 0
16,G.ragavanayagam,IND,0,Post Graduate,42,"Rs 7,83,500",Rs 0
16,J.c.d.prabhakar,AIADMK,0,Graduate Professional,64,"Rs 25,50,86,330","Rs 3,30,00,000"
16,J.subbiah,IND,0,Graduate Professional,43,"Rs 12,57,777",Rs 0
16,K.t.raghavan,BJP,0,Graduate Professional,45,"Rs 1,24,80,533","Rs 3,11,136"
16,M. P. Charavanan,IND,0,Graduate,55,"Rs 40,26,516",Rs 0
16,M. Shajini,IND,0,Post Graduate,26,"Rs 2,55,000",Rs 0
16,M.murali Vinodh,IND,0,Graduate Professional,33,"Rs 5,47,000",Rs 0
16,M.vasantha Kumar,Vijaya Bharatha Makkal (People) Party,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",5th Pass,37,"Rs 89,16,000",Rs 0
16,P.mathivanan,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,33,"Rs 71,31,294","Rs 18,32,550"
16,R.sivashankar,IND,0,Graduate Professional,34,"Rs 12,10,250",Rs 0
16,S.ashok Kumar,Vidiyalai Thedum Indhiyargal Party,0,Post Graduate,37,"Rs 1,04,965","Rs 12,000"
16,S.gopal,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,46,"Rs 84,07,266","Rs 6,03,750"
16,S.xavier Felix,Naam Tamilar Katchi,0,Graduate Professional,58,"Rs 90,75,000","Rs 27,00,000"
16,Seetha Mallar,IND,0,12th Pass,43,"Rs 22,59,500",Rs 0
16,V. Vijayakumari,RPI(A),0,Graduate,40,"Rs 2,35,000",Rs 0
17,P Vetrivel,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate,55,"Rs 3,98,75,940","Rs 21,60,070"
17,A Manivannan,IND,0,Graduate Professional,41,"Rs 1,75,000",Rs 0
17,A Sivarajalingam,IND,0,10th Pass,31,"Rs 1,75,000",Rs 0
17,A Soundara Rajan,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate,69,"Rs 89,21,489","Rs 20,00,000"
17,B Kumaran,IND,0,Graduate Professional,41,"Rs 1,75,000",Rs 0
17,D Sundara Raman,IND,0,Others,40,"Rs 10,000",Rs 0
17,G Kothandan,IND,0,10th Pass,61,"Rs 87,60,784",Rs 0
17,G.r.mohammed Yousuff,IND,0,5th Pass,68,"Rs 1,01,500",Rs 0
17,J Praveen Kumar,IND,0,Graduate,33,"Rs 1,81,95,735",Rs 0
17,K Vasantha Kumari,LJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,47,"Rs 1,12,60,000",Rs 0
17,K. Kamaraj,IND,0,8th Pass,39,"Rs 1,06,000",Rs 0
17,K.mallika,All India Women United Party,0,5th Pass,56,"Rs 30,54,000",Rs 0
17,L Susithra,IND,0,Post Graduate,40,"Rs 36,28,000","Rs 7,49,592"
17,M Mahendran,Makkalatchi Katchi,0,10th Pass,42,"Rs 2,58,000",Rs 0
17,M.venkatesh Perumal,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,47,"Rs 10,05,000","Rs 3,00,000"
17,N R Dhanapalan,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,64,"Rs 35,50,20,823","Rs 70,94,870"
17,N Raj,BSP,0,5th Pass,43,"Rs 4,30,500",Rs 0
17,N Viji,IND,0,12th Pass,42,"Rs 3,03,669",Rs 0
17,P Raja,IND,0,10th Pass,43,"Rs 62,35,000","Rs 5,00,000"
17,P Saravanan,IND,0,Graduate Professional,36,"Rs 4,78,964",Rs 0
17,Prakash R,BJP,0,10th Pass,52,"Rs 88,22,633",Rs 0
17,R Karthikeyan,IND,0,10th Pass,45,"Rs 2,75,000",Rs 0
17,R Manikandan,IND,0,Others,37,"Rs 10,000",Rs 0
17,R Saravana Perumal,IND,0,Graduate Professional,42,"Rs 1,22,500",Rs 0
17,S Jayaraj,IND,0,10th Pass,32,"Rs 10,000",Rs 0
17,S Mohan,IND,0,10th Pass,47,"Rs 10,000",Rs 0
17,S Narayanasami,IND,0,12th Pass,44,"Rs 10,000",Rs 0
17,S Narendra Kumar,IND,0,Graduate,25,"Rs 2,49,952",Rs 0
17,S Parthiban,IND,0,5th Pass,33,"Rs 10,000",Rs 0
17,S Suresh,Youth And Students Party,0,8th Pass,30,"Rs 35,000",Rs 0
17,S Vengadesan,SHS,0,5th Pass,54,"Rs 8,14,000",Rs 0
17,S Vetri Thamizhan,Naam Tamilar Katchi,0,Post Graduate,30,"Rs 2,78,694",Rs 0
17,V Subramani,IND,0,5th Pass,52,"Rs 10,000",Rs 0
18,Vagai Chanderasekar,DMK,0,10th Pass,59,"Rs 4,41,11,571","Rs 1,37,15,570"
18,A Chanderan,Makkal Manadu Katchi,0,8th Pass,57,"Rs 71,500",Rs 0
18,B Pirabu,IND,0,Graduate,28,"Rs 35,501",Rs 0
18,C Munusamy,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,54,"Rs 1,56,30,405","Rs 66,89,754"
18,C Sundaram,IND,0,12th Pass,39,"Rs 52,80,292",Rs 0
18,K Eswaran,IND,0,10th Pass,37,"Rs 2,40,000",Rs 0
18,M Shantha Kumar,IND,0,5th Pass,38,"Rs 2,000",Rs 0
18,M Suresh Kumar,IND,0,12th Pass,39,"Rs 1,66,52,000","Rs 17,00,000"
18,N Chandrasekaran,Naam Tamilar Katchi,0,Post Graduate,58,"Rs 6,96,25,243","Rs 2,46,825"
18,P Elumalai,IND,0,Graduate,46,"Rs 4,39,856",Rs 0
18,P Sritharan,BJP,0,Others,49,"Rs 7,83,58,104","Rs 2,71,32,329"
18,R Gunasekeran,IND,0,8th Pass,40,"Rs 1,30,000",Rs 0
18,R Jeyaseelan,IND,0,Post Graduate,58,"Rs 84,51,000",Rs 0
18,R Kumar,IND,0,Graduate,39,"Rs 42,411",Rs 0
18,R Saminathan,IND,0,Illiterate,38,"Rs 19,286",Rs 0
18,R Umashankar,IND,0,Graduate,57,"Rs 1,60,74,547",Rs 0
18,Raja Krishnamoorthy @ Kitty,IND,0,Post Graduate,63,"Rs 8,74,16,000","Rs 18,50,000"
18,S Jeyaraj,IND,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,41,"Rs 3,61,000","Rs 1,00,000"
18,S Sundarajan,IND,0,Graduate,39,"Rs 3,49,000",Rs 0
18,Selvakumar,Gandhiyan Peoples Party,0,Post Graduate,27,"Rs 3,11,500","Rs 8,00,000"
18,Sudarsan Rajan,IND,0,Post Graduate,25,"Rs 3,35,000","Rs 22,00,000"
18,V N Rajan,DMDK,0,Graduate,47,"Rs 1,38,94,500","Rs 43,00,000"
18,Vinoba Bhoopathy,Pattali Makkal Katchi,0,Graduate Professional,34,"Rs 8,68,882",Rs 0
19,Chinnaraj.o.k,AIADMK,0,12th Pass,62,"Rs 63,21,254",Rs 0
19,Abdul Vahab. A,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,39,"Rs 4,66,000","Rs 15,000"
19,Dharmaraj M.,IND,0,12th Pass,46,"Rs 3,00,000",Rs 0
19,Ganeshkumar. E,IND,0,Others,32,"Rs 1,11,000",Rs 0
19,Jaganathan. P.,BJP,0,10th Pass,45,"Rs 23,70,000","Rs 2,00,000"
19,K.vellingiri,Kongunadu Makkal Desia Katchi,0,5th Pass,54,"Rs 23,28,905",Rs 0
19,Moorthi. K,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,46,"Rs 1,00,44,907","Rs 7,24,673"
19,Natarajan.p,CPI(ML)(L),0,Others,42,"Rs 30,97,909",Rs 0
19,Shanmuga Sundaram.t.r,Tamil Maanila Congress (Moopanar),0,5th Pass,54,"Rs 8,16,69,058","Rs 84,00,000"
19,Surendran. S.,DMK,0,12th Pass,45,"Rs 3,34,54,701","Rs 58,23,999"
19,Venkatesh. K,IND,0,10th Pass,45,"Rs 33,30,000",Rs 0
20,Pollachi V Jayaraman,AIADMK,0,Doctorate,62,"Rs 20,71,38,933","Rs 6,18,24,400"
20,C Muthukumar,IND,0,10th Pass,42,"Rs 7,48,000",Rs 0
20,K Nithyanandhan,Kongunadu Makkal Desia Katchi,0,Graduate Professional,44,"Rs 12,00,10,784","Rs 1,58,37,858"
20,K Srinivasan,IND,0,8th Pass,33,"Rs 69,80,000","Rs 27,00,000"
20,K Tamilmani,IND,0,10th Pass,26,"Rs 16,257",Rs 0
20,K Umamaheswari,Naam Tamilar Katchi,0,12th Pass,45,"Rs 73,00,811","Rs 5,68,107"
20,N Selvakumar,IND,0,12th Pass,46,"Rs 9,98,560","Rs 63,000"
20,R Manickavel,IND,0,Post Graduate,45,"Rs 34,69,560",Rs 0
20,R Sivakumar,BJP,0,Graduate,44,"Rs 1,40,24,762",Rs 0
20,R Tamilmani,DMK,0,Others,50,"Rs 9,87,33,828","Rs 9,13,470"
20,S Muthukumar,DMDK,0,Graduate,46,"Rs 15,05,26,733","Rs 2,03,23,240"
20,S Vivek,Tamilaga Makkal Munnetra Kazhagam,0,Graduate,26,"Rs 78,006","Rs 43,000"
20,V Kalaivanan,BSP,0,Graduate Professional,32,"Rs 10,000",Rs 0
20,V S Kannappan,Pattali Makkal Katchi,0,10th Pass,63,"Rs 2,26,268","Rs 50,800"
21,Shanmugam .a,AIADMK,0,8th Pass,55,"Rs 4,63,60,622",Rs 0
21,Chinnasamy .r,Pattali Makkal Katchi,0,Illiterate,63,"Rs 27,65,000",Rs 0
21,Eswaran . V,Marumalarchi Dravida Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,46,"Rs 5,00,15,098","Rs 28,80,073"
21,Muthuramalingam .v,BJP,0,Graduate,42,"Rs 4,78,92,493","Rs 66,56,750"
21,Pannerselvam .n,Welfare Party Of India,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Post Graduate,33,"Rs 14,16,000",Rs 0
21,Selvakumar .u,Naam Tamilar Katchi,0,10th Pass,34,"Rs 12,02,000","Rs 83,250"
22,N. Karthik,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,52,"Rs 4,70,55,411","Rs 10,43,041"
22,A.arjunaraj,Marumalarchi Dravida Munnetra Kazhagam,0,Graduate Professional,66,"Rs 14,50,00,720","Rs 90,000"
22,Ashok Jayendar,Pattali Makkal Katchi,0,Post Graduate,27,"Rs 1,02,01,500",Rs 0
22,C.r. Nandakumar,BJP,0,Post Graduate,46,"Rs 4,50,06,828","Rs 81,241"
22,D. Parthiban,IND,0,10th Pass,36,"Rs 17,60,000","Rs 9,00,000"
22,Elangovan K,IND,0,10th Pass,37,"Rs 11,54,000",Rs 0
22,K.sargunam,Gandhiya Makkal Iyakkam,0,10th Pass,67,"Rs 44,68,283",Rs 0
22,Karthik. P,IND,0,Graduate,30,"Rs 58,000",Rs 0
22,N. Karthikeyan,Kongunadu Makkal Desia Katchi,0,10th Pass,44,"Rs 35,71,859",Rs 0
22,R. Manian,Ulzaipali Makkal Katchy,0,8th Pass,41,"Rs 2,65,000",Rs 0
22,Raghul Gandhi. K,IND,0,10th Pass,27,"Rs 1,01,000",Rs 0
22,S. Kalyanasundaram,Naam Tamilar Katchi,0,Post Graduate,32,"Rs 13,53,054","Rs 91,115"
22,S.m. Shajahan,Welfare Party Of India,0,Graduate,42,"Rs 5,29,000",Rs 0
22,Singai N.muthu,AIADMK,0,Others,67,"Rs 8,40,20,132","Rs 2,85,81,818"
23,K.arjunan,AIADMK,0,10th Pass,58,"Rs 6,55,53,437","Rs 50,96,007"
23,A.abdul Salam,IND,0,Literate,46,"Rs 2,30,000",Rs 0
23,B.muthukumar,IND,0,5th Pass,25,"Rs 2,05,000",Rs 0
23,Benjamin Franklin,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,33,"Rs 5,75,000",Rs 0
23,D.thirumurugan,IND,0,10th Pass,37,"Rs 2,85,500",Rs 0
23,K.b.babu,NCP,0,Literate,63,"Rs 12,72,055",Rs 0
23,K.mohanraj,IND,0,8th Pass,48,"Rs 62,500",Rs 0
23,K.sheeba,BSP,0,10th Pass,38,"Rs 1,30,000",Rs 0
23,Mayura.s.jayakumar,INC,0,Post Graduate,42,"Rs 2,63,86,536","Rs 1,69,72,414"
23,N.duraisamy	,IND,0,5th Pass,58,"Rs 2,62,266",Rs 0
23,Padmanabhan,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",10th Pass,57,"Rs 1,94,46,734","Rs 3,00,000"
23,Palanychamy,Pattali Makkal Katchi,0,Post Graduate,53,"Rs 1,17,22,300","Rs 36,30,000"
23,R.krishnakumar,SHS,0,8th Pass,48,"Rs 10,50,500",Rs 0
23,S.kumar,IND,0,Graduate Professional,39,"Rs 38,352",Rs 0
23,S.s.s.roshan,Welfare Party Of India,0,10th Pass,38,"Rs 90,000","Rs 95,000"
23,V.m.abuthahir,SDPI,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,38,"Rs 19,55,400",Rs 0
23,Vadivel,Kongunadu Makkal Desia Katchi,0,8th Pass,43,"Rs 43,24,271","Rs 2,32,000"
23,Vanathi Srinivasan,BJP,0,Post Graduate,45,"Rs 6,48,01,853","Rs 35,17,344"
24,S.p. Velumani,AIADMK,0,Post Graduate,46,"Rs 4,01,44,206",Rs 0
24,A.anshar Sheriff,SDPI,0,10th Pass,57,"Rs 22,81,066",Rs 0
24,Balathandapani,Welfare Party Of India,0,Illiterate,49,"Rs 23,05,000",Rs 0
24,K.ramasamy,IND,0,10th Pass,66,"Rs 49,50,000",Rs 0
24,K.thiyagarajan,DMDK,0,Others,47,"Rs 1,36,42,060","Rs 9,25,893"
24,M.a.syed Mohammed,Manithaneya Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,47,"Rs 16,10,000",Rs 0
24,M.karumuthu Thiyagarajan,BJP,0,8th Pass,56,"Rs 89,75,000","Rs 36,00,000"
24,M.mohammed Ansari @ Ansari,IND,0,5th Pass,48,"Rs 5,40,000",Rs 0
24,M.muthukumar,SHS,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,35,"Rs 12,40,500","Rs 2,25,000"
24,M.panneer Selvam,IND,0,5th Pass,59,"Rs 52,79,000",Rs 0
24,N.sathish,Tamilaga Makkal Munnetra Kazhagam,0,10th Pass,36,"Rs 10,000",Rs 0
24,S.i.syed Mohammed,IND,0,Literate,52,"Rs 7,40,000",Rs 0
24,V.jeganathan,Pattali Makkal Katchi,0,12th Pass,42,"Rs 32,10,900","Rs 60,000"
24,V.sampathkumar,IND,0,8th Pass,46,"Rs 13,06,500",Rs 0
25,Kamaraj Natesan,Pattali Makkal Katchi,0,Post Graduate,43,"Rs 2,32,02,751","Rs 5,71,698"
25,Kannan Alias S.devaraj,BJP,0,12th Pass,46,"Rs 2,91,97,245","Rs 1,20,000"
25,"Murugan, P.",DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,54,"Rs 3,35,60,124",Rs 0
25,S.meenalogu,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 8 </span>",Post Graduate,42,"Rs 2,67,31,767","Rs 90,87,253"
26,"Arukutty, V.c.",AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,59,"Rs 3,21,30,473","Rs 38,31,101"
26,Balakumar R.,Vijaya Bharatha Makkal (People) Party,0,8th Pass,48,"Rs 4,61,000",Rs 0
26,K.shanmugam,Ulzaipali Makkal Katchy,0,5th Pass,51,"Rs 2,70,000",Rs 0
26,M.kala,BSP,0,Post Graduate,46,"Rs 2,75,500",Rs 0
26,"Mahendra Bharathi, P.",Welfare Party Of India,0,8th Pass,35,"Rs 70,000",Rs 0
26,"Payya Gounder Alias Krishnan, R.",DMK,0,5th Pass,59,"Rs 14,15,19,545",Rs 0
26,R.nandakumar,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,44,"Rs 59,51,727",Rs 0
26,"Rajesh Kumar, B.",NCP,0,10th Pass,40,"Rs 13,76,997","Rs 1,59,000"
26,Seval S.,IND,0,Graduate,53,"Rs 44,85,000","Rs 87,000"
26,V.mari,IND,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Literate,39,"Rs 31,64,000",Rs 0
26,V.ramamoorthy,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,51,"Rs 6,47,00,295",Rs 0
27,"Kanagaraj, R.",AIADMK,0,8th Pass,64,"Rs 3,09,65,632","Rs 9,43,500"
27,"Abdul Hakkem, P.",BSP,0,5th Pass,59,"Rs 22,60,000",Rs 0
27,"Ganesan, P.k.",Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,57,"Rs 50,36,844",Rs 0
27,Lakshmanan G.,IND,0,8th Pass,45,"Rs 47,69,614",Rs 0
27,"Manoharan, V.m.c.",INC,0,8th Pass,52,"Rs 1,12,68,917","Rs 1,85,691"
27,Pon Manoharan,SP,0,8th Pass,35,"Rs 5,49,851",Rs 0
27,"Premier Selvam Alias Kalichamy, M.",Kongunadu Makkal Desia Katchi,0,12th Pass,47,"Rs 15,70,55,808","Rs 2,00,00,000"
27,S.d.mandharasalam,BJP,0,12th Pass,49,"Rs 4,51,55,072","Rs 70,60,000"
27,"Thinakaran, K.",DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,38,"Rs 1,99,34,048","Rs 21,700"
28,V.kasthuri Vasu,AIADMK,0,10th Pass,57,"Rs 70,14,358","Rs 1,57,000"
28,Anbazhagan.v,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Illiterate,49,"Rs 57,578","Rs 16,200"
28,Manibharathi.p,CPI,0,10th Pass,51,"Rs 2,24,005","Rs 68,000"
28,Murugesan.p,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,45,"Rs 40,000",Rs 0
28,Paulpandi. T,DMK,0,Graduate Professional,45,"Rs 61,48,861","Rs 6,03,500"
28,Saraladevi.m,Naam Tamilar Katchi,0,Doctorate,34,"Rs 26,23,026","Rs 20,95,000"
28,Selvaraj. T,IND,0,10th Pass,32,"Rs 3,97,884",Rs 0
28,Singaravel U.,Pattali Makkal Katchi,0,8th Pass,39,"Rs 14,85,300","Rs 3,10,000"
29,Ganesan V,DMK,0,Post Graduate,57,"Rs 6,52,49,220","Rs 5,07,78,509"
29,Archunan E,Pattali Makkal Katchi,0,Others,42,"Rs 20,78,980",Rs 0
29,Ayyasamy P,AIADMK,0,Graduate Professional,44,"Rs 63,99,805","Rs 11,09,036"
29,Kalaiyarasan J,Indiya Jananayaka Katchi,0,Graduate,35,"Rs 8,35,000",Rs 0
29,Kolanji,BSP,0,5th Pass,48,"Rs 2,25,500",Rs 0
29,Sasi Kumar S,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,38,"Rs 21,69,215","Rs 12,65,455"
29,Umaithurai T,Naam Tamilar Katchi,0,Graduate,43,"Rs 7,79,000",Rs 0
30,Kalaiselvan V T,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,48,"Rs 1,47,96,736","Rs 18,00,568"
30,Bharathi D,Vidiyalai Thedum Indhiyargal Party,0,Post Graduate,27,"Rs 7,41,000",Rs 0
30,Chakkaravarthi P R,Tamilaga Sthabana Congress,0,Post Graduate,54,"Rs 2,35,02,000","Rs 18,22,000"
30,Govindasamy P,DMK,0,Graduate,52,"Rs 78,36,800","Rs 2,71,000"
30,Muthukumar V,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate,38,"Rs 2,86,90,500","Rs 1,10,50,000"
30,Rego Ambrose A,BSP,0,Graduate,47,"Rs 1,52,000",Rs 0
30,Selladurai C,Indiya Jananayaka Katchi,0,Graduate,51,"Rs 41,75,000","Rs 2,50,000"
30,Sivaraj S,Naam Tamilar Katchi,0,Graduate,38,"Rs 3,65,49,645",Rs 0
30,Tamizharasi P,Pattali Makkal Katchi,0,Graduate Professional,62,"Rs 2,93,71,408","Rs 10,00,000"
31,Saba Rajendran,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 7 </span>",Graduate Professional,54,"Rs 5,81,61,739","Rs 1,04,39,982"
31,Arumugam T,CPI(M),0,10th Pass,62,"Rs 32,52,479",Rs 0
31,Chandiran S,Indiya Jananayaka Katchi,0,Post Graduate,52,"Rs 1,01,33,094","Rs 55,79,083"
31,Dhamera Geetha,IND,0,8th Pass,41,"Rs 3,15,000",Rs 0
31,Jagan K,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,42,"Rs 2,90,30,500","Rs 26,00,000"
31,Kalaiselvan B,Naam Tamilar Katchi,0,12th Pass,28,"Rs 1,09,000",Rs 0
31,Palani Murugan V,IND,0,5th Pass,44,"Rs 1,74,189","Rs 65,000"
31,Rajasekar R,AIADMK,0,Graduate Professional,49,"Rs 12,02,51,405","Rs 41,03,062"
31,Velmurugan T,Tamizhaga Vaazhvurimai Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",12th Pass,46,"Rs 1,46,69,936","Rs 42,00,000"
32,Sathya.p,AIADMK,0,5th Pass,43,"Rs 82,09,577","Rs 66,49,787"
32,Dharmalingam.a,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Others,42,"Rs 1,46,78,698","Rs 1,00,370"
32,Ponkumar,DMK,0,Graduate,60,"Rs 9,61,58,634","Rs 1,62,47,962"
32,Saravanan S.r,BJP,0,Graduate,39,"Rs 13,39,564",Rs 0
32,Sivakolundhu.p,DMDK,0,5th Pass,49,"Rs 23,84,704","Rs 2,20,000"
32,Srikanthu.s,BSP,0,10th Pass,32,"Rs 2,15,900",Rs 0
33,M.c. Sampath,AIADMK,0,Graduate,57,"Rs 4,89,24,574","Rs 59,99,428"
33,Baskar A,IND,0,10th Pass,35,"Rs 13,63,000",Rs 0
33,Chandarasekaran A S,Tamil Maanila Congress (Moopanar),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,49,"Rs 1,99,21,131","Rs 6,65,270"
33,Pugazhendi E,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,61,"Rs 1,46,52,146","Rs 5,49,569"
33,Rajamohan S,IND,0,Post Graduate,63,"Rs 45,31,400","Rs 10,91,488"
33,Raju K,IND,0,12th Pass,55,"Rs 6,099",Rs 0
33,Seeman,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate,50,"Rs 1,12,91,208","Rs 8,97,558"
33,Selvam P,BJP,0,Graduate,52,"Rs 8,64,070",Rs 0
33,Thamaraikannan P,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",12th Pass,46,"Rs 1,71,84,809","Rs 1,74,24,411"
34,Panneerselvam Mrk,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,58,"Rs 9,15,96,448","Rs 1,03,07,427"
34,Ashokkumar S,IND,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,35,"Rs 51,080",Rs 0
34,Balamurugan Kms,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,41,"Rs 47,77,365","Rs 12,15,000"
34,Girija S,IND,0,Post Graduate,33,"Rs 2,59,000",Rs 0
34,Govindaraj P,IND,0,8th Pass,42,"Rs 1,04,29,000",Rs 0
34,Jaladeepan V,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,35,"Rs 28,39,900","Rs 1,30,500"
34,Muthukrishnan S,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,33,"Rs 1,50,24,939","Rs 49,98,584"
34,Rajendran R,AIADMK,0,12th Pass,55,"Rs 11,86,53,072","Rs 7,50,000"
34,Senthilmurugan S,BSP,0,Graduate Professional,43,"Rs 4,35,000",Rs 0
34,Shakthi Ganapathy Mu,BJP,0,Others,64,"Rs 3,11,31,080",Rs 0
35,Durai.k.saravanan,DMK,0,Post Graduate,49,"Rs 1,35,43,270",Rs 0
35,Ashokkumar,Pattali Makkal Katchi,0,Doctorate,39,"Rs 85,22,575","Rs 19,44,481"
35,Muthu A,BJP,0,Graduate Professional,53,"Rs 77,25,213","Rs 17,43,796"
35,Nithiyanandan P,BSP,0,Graduate,43,"Rs 8,15,000",Rs 0
35,Rathinavel Ra,Naam Tamilar Katchi,0,10th Pass,41,"Rs 5,18,95,000","Rs 2,42,52,000"
35,Selvi Ramajayam,AIADMK,0,10th Pass,49,"Rs 1,79,08,116","Rs 62,93,430"
35,Sinthanai Selvan,Viduthalai Chiruthaigal Katchi,0,10th Pass,51,"Rs 60,96,314","Rs 5,00,000"
36,Pandiyan K A,AIADMK,0,Post Graduate,55,"Rs 1,95,67,509","Rs 99,43,608"
36,Abdul Satthar G,SDPI,0,5th Pass,44,"Rs 73,09,115",Rs 0
36,Arul R,Pattali Makkal Katchi,0,Post Graduate,43,"Rs 1,01,95,348","Rs 4,46,876"
36,Balakrishnan K,CPI(M),"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Graduate,64,"Rs 45,47,620",Rs 0
36,Dhivakar S,IND,0,Graduate,29,"Rs 63,52,800","Rs 7,25,000"
